Date,Time,Labels,Text (Click to drill to Message Detail),Engagement,Clicks,Replies,Likes,Retweets,Retweet Audience
9/29/2015,10:03 AM,positioning and reputation,@greglouganis @2ndChance4AHome @RealtySeattleWA @SPoolLO @JoeEde @wendybruce92 @MllyGoodman @JaimieSell @MesaMan137 Appreciate the RTs!,3,,0,3,0,0
9/30/2015,2:28 PM,positioning and reputation,"We're sharing more info on how we, the industry leader, manage single-family credit risk: http://fanniemae.com/portal/about-us/media/commentary/092915-bonsalle.html",18,16,0,0,2,2400
9/30/2015,9:25 PM,positioning and reputation,You can now view our Econ. + Strategic Research Group's work by topic. Follow along: http://fanniemaeblog.tumblr.com/ #economics #housing,11,6,0,2,3,38600
9/30/2015,11:42 AM,positioning and reputation,@4closureNation2 @i8wamu @Maine_Property @417HomeLoans @shanevanderson @1kWattsRealtor @Hydepark_Homes @jdbwrs15 Thx for retweeting!,1,,1,0,0,0
10/1/2015,10:06 AM,The Home Story,Here's a new homeowner's story of working w/ a local program to go from renter to home owner: http://www.thehomestory.com/road-to-homeownership-city-living-and-the-housing-finance-agency/,32,22,0,4,6,34596
10/1/2015,4:35 PM,positioning and reputation,We've played a role in avoiding 63K foreclosures in Q2 this year and 3.5M since '08. @DSNewsDaily has the story: http://dsnews.com/news/09-28-2015/fannie-maes-and-freddie-macs-increased-loss-mitigation-efforts-pay-dividends,18,7,2,2,7,5888
10/2/2015,1:53 PM,The Home Story,It's increasingly difficult to protect your home's privacy. Here are five tips that may help: http://www.thehomestory.com/5-smart-ways-to-protect-your-homes-privacy/,43,31,2,3,7,6739
10/2/2015,11:25 AM,Jobs Report,.@D2_Duncan comments on today's Sept. #JobsReport. View his full comment here: http://fanniemaeblog.tumblr.com/post/130337585092/the-september-jobs-report-was-full-of-downside,20,12,0,0,8,6469
10/3/2015,9:55 AM,The Home Story,"Like many Americans in recent years, Olympic gold medalist @greglouganis faced foreclosure. Here is his story: http://www.thehomestory.com/how-greg-louganis-bounced-back-from-near-foreclosure/",73,69,0,3,1,33594
10/4/2015,11:33 AM,positioning and reputation,"Did you know we're on Facebook and LinkedIn, too? Here's how to connect w/ us: http://fanniemae.com/portal/stay-connected.html",16,15,0,0,1,0
10/5/2015,7:17 PM,The Home Story,Get tips for preparing your home for a natural disaster in this interactive infographic: http://www.thehomestory.com/is-your-home-disaster-proof/,33,22,0,4,7,41393
10/5/2015,10:19 AM,The Home Story,Can a housing counselor help you become a home owner? This first-time homebuyer shares her experience. http://www.thehomestory.com/getting-tips-from-the-pros/,28,21,0,2,5,1726
10/5/2015,3:13 PM,positioning and reputation,Stay on top of the latest research + analysis by subscribing to our new #housing + #economics research blog: http://fanniemaeblog.tumblr.com/,13,12,0,0,1,533
10/6/2015,10:41 AM,positioning and reputation,"We're reminding servicers, borrowers of mortgage payment options available to homeowners affected by S.C. flooding. http://fanniemae.com/portal/about-us/media/corporate-news/2015/6296.html",33,22,0,5,6,83887
10/6/2015,5:38 PM,positioning and reputation,"Job seekers, connect with us on LinkedIn to catch hiring alerts, networking tips, and company news: https://www.linkedin.com/company/fannie-mae-corporation_19722",22,18,0,2,2,5013
10/6/2015,9:01 AM,The Home Story,Want to protect your home's privacy? Here are five ways you can help keep your private moments private: http://www.thehomestory.com/5-smart-ways-to-protect-your-homes-privacy/,19,14,0,2,3,36026
10/6/2015,9:40 AM,positioning and reputation,"Prof. James Wilcox, who helped create our Home Purchase Sentiment Index, goes on @BloombergRadio shortly. Tune in: http://www.bloomberg.com/radio/",16,12,1,2,1,33715
10/6/2015,1:22 PM,positioning and reputation,@MHA4You @realestatebudy @jtalapin @Mymimicakes @DanRivisto @ErikaBRealtor @JaneColletti @HCSINC @CorianneScally Appreciate your RTs!,1,,0,1,0,0
10/7/2015,9:15 AM,HPSI,Home Purchase Sentiment Index up 3 points in Sept. Consumer confidence in housing increases. http://fanniemae.com/portal/about-us/media/corporate-news/2015/6297.html,41,27,0,2,12,6053
10/7/2015,4:06 PM,positioning and reputation,We've updated our repurchase practices to provide more certainty to lenders and to help expand mort. credit access. http://fanniemae.com/portal/about-us/media/corporate-news/2015/6298.html,34,26,1,0,7,3653
10/7/2015,1:49 PM,The Home Story,A 1st-time homebuyer shares what you can expect when meeting w/ a housing counselor: http://www.thehomestory.com/getting-tips-from-the-pros/,33,22,0,2,9,3906
10/7/2015,8:19 PM,HPSI,"The Home Purchase Sentiment Index bounced back in Sept., led by jump in consumers saying now's a good time to sell. http://fanniemae.com/portal/about-us/media/corporate-news/2015/6297.html",17,11,0,1,5,1489
10/8/2015,2:42 PM,HPSI,"Consumer confidence in housing increased in Sept., the Home Purchase Sentiment Index finds. http://fanniemae.com/portal/about-us/media/corporate-news/2015/6297.html",44,30,0,3,11,3289
10/8/2015,8:36 AM,positioning and reputation,Have you checked out our YouTube channel yet? Here's a quick look: http://youtube.com/FannieMaeWeb,15,11,0,1,3,477
10/9/2015,1:23 PM,positioning and reputation,Latest non-performing loans sale continues our efforts to help borrowers avoid foreclosure: http://fanniemae.com/portal/about-us/media/financial-news/2015/6300.html,61,51,0,2,8,10091
10/9/2015,3:14 PM,positioning and reputation,.@MassHousing's Gleason: Affordable lending is a good business decision. http://housingindustryforum.com/content/industry-voice-affordable-lending-good-business-decision#.Vhe1OPn48gs  https://youtu.be/K0O1DHhxuik,14,12,0,0,2,200
10/9/2015,4:07 PM,positioning and reputation,@KCHBA @DanCas2 @Payne_Realtors @chrissadaloo @HOMEteamNH @ngarealestate @RyanRhodenhiser @AOKellum @mikeclovergroup Thx for the RTs!,0,,0,0,0,0
10/10/2015,9:35 AM,HPSI,Fannie Mae's Home Purchase Sentiment Index nears a record high as consumers feel better about housing activity. http://fanniemae.com/portal/about-us/media/corporate-news/2015/6297.html,104,81,1,4,18,54144
10/11/2015,10:51 AM,positioning and reputation,"Did you know we're on Facebook and LinkedIn, too? Here's how to connect w/ us: http://fanniemae.com/portal/stay-connected.html",46,44,0,2,0,685
10/11/2015,8:35 PM,positioning and reputation,.@MassHousing's Gleason talks about HFAs partnering with us to help homebuyers. http://housingindustryforum.com/content/industry-voice-affordable-lending-good-business-decision#.Vhe1OPn48gs https://youtu.be/K0O1DHhxuik,23,21,0,0,2,2449
10/12/2015,4:31 PM,Housing Recovery Solutions,Four components of Fannie Mae's Home Purchase Sentiment Index (HPSI) improved in Sept: http://fanniemaeblog.tumblr.com/post/131019209752/four-components-of-fannie-maes-home-purchase,39,27,0,3,9,7737
10/13/2015,10:33 AM,Organization,We're humbled to be included in @blackenterprise's 40 Best Companies for Diversity list. http://www.blackenterprise.com/lists/40-best-companies-for-diversity-2015/,33,17,1,7,8,14609
10/13/2015,12:12 PM,positioning and reputation,Congrats to @BerkeleyHaas' James Wilcox on winning @business_econ's 2015 Mennis Award for his work on our HPSI: http://fanniemae.com/resources/file/research/housingsurvey/pdf/hpsi-whitepaper.pdf,27,23,0,2,2,3161
10/13/2015,7:47 PM,Mobile,.@LearnVest includes HOME by Fannie Mae app in list of homebuyer apps. http://www.learnvest.com/2015/09/best-home-buying-apps/ Download today: http://www.knowyouroptions.com/homeapp/,17,17,0,0,0,0
10/14/2015,6:26 PM,The Home Story,Choosing a lender is a big part of home buying. Here's how one 1st-time hombuyer did it. http://www.thehomestory.com/how-i-chose-my-lender/,69,47,1,5,16,91724
10/14/2015,1:28 PM,HomeReady,.@PittsburghPG covers how our HomeReady mortgage can help low/mod.-income homebuyers: http://www.post-gazette.com/business/money/2015/10/14/New-rules-to-help-lower-and-moderate-income-applicants-qualify-for-mortgages/stories/201510140027,68,48,0,9,11,9839
10/15/2015,4:25 PM,business support,Listening is an important part of our relationships with lenders.  http://housingindustryforum.com/content/why-relationships-and-listening-matter-interview-jennifer-whip#.Vh5Xxvn4-Cc,20,11,0,5,4,4063
10/15/2015,8:47 AM,Mobile,You can navigate homebuying stumbling blocks w/ HOME by Fannie Mae: http://www.learnvest.com/2015/09/best-home-buying-apps/ Get the app here: http://www.knowyouroptions.com/homeapp/.,18,14,0,3,1,913
10/15/2015,12:05 PM,positioning and reputation,@business_econ @MassHousing @genekeys9 @stevekleber @PittandFrank @srogersrealtor @Howell_Homes @PhillyBricks Appreciate your RTs.,4,,0,4,0,0
10/16/2015,12:09 PM,Economic & Housing Outlook,Econ. growth expected in Q4 despite potential hurdles. Our Oct. Econ. + Housing Outlook: http://fanniemae.com/portal/about-us/media/financial-news/2015/6303.html,22,16,0,0,6,385
10/16/2015,9:17 AM,Economic & Housing Outlook,.@D2_Duncan and team expects Q4 economic growth to withstand ongoing headwinds. Our Oct. Econ. + Housing Outlook: http://fanniemae.com/portal/about-us/media/financial-news/2015/6303.html,11,9,0,0,2,46
10/16/2015,3:19 PM,positioning and reputation,"What makes up our Home Purchase Sentiment Index? @BerkeleyHaas Prof. James Wilcox, who helped create HPSI, explains: http://fanniemae.com/resources/file/research/housingsurvey/pdf/hpsi-whitepaper.pdf",9,7,0,0,2,71
10/17/2015,9:17 AM,positioning and reputation,We're proud of @D2_Duncan and his team on winning @business_econ's 2014-2015 Outlook Award. http://www.nabe.com/publib/otlkawd,57,44,0,5,8,4215
10/18/2015,12:18 PM,Mobile,HOME by Fannie Mae app makes @LearnVest's list of apps for homebuyers: http://www.learnvest.com/2015/09/best-home-buying-apps/ Get the app: http://www.knowyouroptions.com/homeapp/,31,25,0,3,3,34729
10/18/2015,7:15 PM,Economic & Housing Outlook,What does recent economic data suggest for the rest of '15? @D2_Duncan comments in our Oct. Econ. + Housing Outlook: http://fanniemae.com/portal/about-us/media/financial-news/2015/6303.html,22,16,0,3,3,1437
10/19/2015,9:34 AM,MBA Annual,Today we're announcing a series of innovations to help lenders and borrowers: http://fanniemae.com/portal/about-us/media/corporate-news/2015/6305.html #MBAAnnual15,149,103,1,21,24,44359
10/19/2015,8:53 AM,The Home Story,This tool can help you determine the documents you need when applying for a mortgage: http://www.thehomestory.com/which-documents-will-you-need-when-apply-for-a-loan/,93,72,0,4,17,9187
10/19/2015,1:02 PM,"HomeReady, MBA Annual",We plan to lead the way on affordable mortgage options. Recently we announced HomeReady: https://www.fanniemae.com/singlefamily/homeready #MBAAnnual15,44,29,0,4,11,10128
10/19/2015,1:42 PM,Multifamily,Our Q3 #multifamily MBS results are in. Get the highlights here: http://fanniemae.com/portal/about-us/media/financial-news/2015/6304.html,27,17,0,4,6,15738
10/19/2015,2:57 PM,MBA Annual,Next month we'll introduce Fannie Mae Connect. Learn more about Fannie Mae connect: http://fanniemae.com/portal/about-us/media/corporate-news/2015/6305.html #MBAAnnual15,24,21,0,2,1,347
10/19/2015,3:01 PM,MBA Annual,"These changes are not the end of the journey, but a sig. shift toward a more reliable, sustainable business model. #MBAAnnual15",20,,1,10,9,15881
10/19/2015,3:02 PM,MBA Annual,"In closing, we will continue listening to our customers. Your voices will continue to drive change @FannieMae. #MBAAnnual15",14,,0,7,7,14954
10/19/2015,1:16 PM,​,"Not at #MBAAnnual15? We'll be live tweeting our CEO, Tim Mayopoulos', comments starting around 11:45 a.m. PST today. https://t.co/EsxBQG4tp2",13,,0,6,7,4194
10/19/2015,3:01 PM,MBA Annual,"By year end, we anticipate having transferred a sig. portion of the credit risk on more than half-trillion dollars of loans. #MBAAnnual15",10,,0,5,5,14228
10/19/2015,2:55 PM,MBA Annual,"We're focusing on 3 main areas: Continuing to improve front end tools/data, expanding credit access, laying off credit risk. #MBAAnnual15",7,,0,1,6,21061
10/19/2015,3:00 PM,MBA Annual,"We're developing dynamic credit risk management capabilities, attracting more global capital to invest in U.S. mortgage credit. #MBAAnnual15",7,,0,4,3,1587
10/19/2015,2:56 PM,MBA Annual,"Working w/ our lender partners, we're fundamentally changing how mortgage origination happens in this country. #MBAAnnual15",5,,0,0,5,1895
10/19/2015,2:59 PM,MBA Annual,The actions we've taken are driving further changes to our business. #MBAAnnual15,4,,0,3,1,721
10/19/2015,2:57 PM,MBA Annual,Changes we're making are helping drive changes in expanding access to credit for qualified borrowers. #MBAAnnual15,3,,0,0,3,2488
10/19/2015,11:30 AM,positioning and reputation,@RealtyTrac @grandted212 @StCasimirsBank @YTownRealtor @technorealtor @TransUnion_News @LoriaRealty @c21mmil @NHBirdDog Thx for the RTs!,2,,0,1,1,110
10/19/2015,2:54 PM,MBA Annual,Soon we'll be live tweeting our CEO Tim Mayopoulos' comments @ #MBAAnnual15.,2,,0,0,2,519
10/19/2015,3:01 PM,MBA Annual,"In #multifamily, we con't to lay off risk w/ every transaction as a result of our risk sharing program w/ lenders. #MBAAnnual15",1,,0,1,0,186
10/20/2015,7:47 PM,positioning and reputation,"We're bringing more certainty, simplicity to lenders and helping increase borrowers' access to credit. http://fanniemae.com/portal/about-us/media/corporate-news/2015/6305.html #MBAAnnual15",44,34,0,6,4,828
10/20/2015,9:35 AM,Economic & Housing Outlook,ICYMI: @D2_Duncan and team released the Oct. Economic + Housing Outlook. Details here: http://fanniemae.com/portal/about-us/media/financial-news/2015/6303.html,32,18,0,5,9,37060
10/20/2015,11:10 AM,Multifamily,We issued $7.3 billion in #multifamily mortgage-backed securities in Q3 this year. Learn more: http://fanniemae.com/portal/about-us/media/financial-news/2015/6304.html,13,7,1,1,4,750
10/20/2015,10:28 AM,positioning and reputation,@Dwaynemw @georgesoldit @Steelonice @KellieNoaks @brightwayinsu @CSSTitleExperts @stucyrealty @bobsullivan Appreciate your RTs!,3,,0,2,1,426
10/21/2015,9:16 PM,The Home Story,How do you pick a lender for your mortgage? Here's a personal story of how one homebuyer made her decision. http://www.thehomestory.com/how-i-chose-my-lender/,67,62,0,3,2,473
10/21/2015,11:16 AM,positioning and reputation,We're helping build a more sustainable housing finance system. @wsj's @joelight has the story: http://www.wsj.com/articles/need-a-home-mortgage-fannie-says-forget-the-pay-stubs-1445333580,58,41,0,3,14,18780
10/21/2015,3:20 PM,Multifamily,What's in store for our #multifamily business looking ahead to 2016? Our Bob Simpson tells @AHFMag what he expects. http://www.housingfinance.com/finance/fannie-mae-outlook_o,36,31,0,2,3,1470
10/21/2015,2:30 PM,positioning and reputation,Our first Connecticut Avenue Securities transaction using an actual loss framework has priced. http://fanniemae.com/portal/about-us/media/financial-news/2015/6306.html,29,28,0,1,0,0
10/21/2015,10:09 AM,MBA Annual,Catch some of our CEO Tim Mayopoulos’ comments Monday @ #MBAAnnual15. https://t.co/h2XHQgYCcr,10,,2,3,5,328
10/22/2015,9:30 AM,positioning and reputation,"Latest Conn. Ave. Securities deal shifts risk from taxpayers, offers attractive investment opp. for private capital. http://fanniemae.com/portal/about-us/media/financial-news/2015/6306.html",85,74,0,6,5,1646
10/22/2015,6:42 PM,positioning and reputation,What have our #economists + #analysts been looking into? Find out: http://fanniemaeblog.tumblr.com/,37,29,0,1,7,35700
10/22/2015,1:16 PM,positioning and reputation,"Fannie Mae innovation to boost broker business, via @MortgageProUSA: http://www.mpamag.com/news/fannie-mae-innovation-to-boost-broker-business-25930.aspx",33,28,0,2,3,34804
10/22/2015,12:13 PM,positioning and reputation,@prashantString @angieinbend @LarryTolchinsky @joebuxtonloans @MadisonLending @OrrickPF @mohomesales @YourREGirl Thx for retweeting!,2,,0,2,0,690
10/23/2015,3:36 PM,positioning and reputation,"Did you hear we're rolling out changes to make the mortgage process easier for borrowers, lenders? http://www.wsj.com/articles/need-a-home-mortgage-fannie-says-forget-the-pay-stubs-1445333580 Via @joelight.",97,74,2,8,13,36761
