Date,Time,Labels,Text (Click to drill to Message Detail),# of Messages,Twitter Engagement,Clicks,Twitter Replies,Twitter Likes,Twitter Retweets,Twitter Retweet Audience
10/19/2015,3:01 PM,MBA Annual,"By year end, we anticipate having transferred a sig. portion of the credit risk on more than half-trillion dollars of loans. #MBAAnnual15",1,10,,0,5,5,14228
10/19/2015,3:01 PM,MBA Annual,"In #multifamily, we con't to lay off risk w/ every transaction as a result of our risk sharing program w/ lenders. #MBAAnnual15",1,1,,0,1,0,186
10/19/2015,3:02 PM,MBA Annual,"In closing, we will continue listening to our customers. Your voices will continue to drive change @FannieMae. #MBAAnnual15",1,14,,0,7,7,14954
10/20/2015,9:35 AM,Economic & Housing Outlook,ICYMI: @D2_Duncan and team released the Oct. Economic + Housing Outlook. Details here: http://fanniemae.com/portal/about-us/media/financial-news/2015/6303.html,1,32,18,0,5,9,37060
10/20/2015,10:28 AM,positioning and reputation,@Dwaynemw @georgesoldit @Steelonice @KellieNoaks @brightwayinsu @CSSTitleExperts @stucyrealty @bobsullivan Appreciate your RTs!,1,3,,0,2,1,426
10/20/2015,11:10 AM,Multifamily,We issued $7.3 billion in #multifamily mortgage-backed securities in Q3 this year. Learn more: http://fanniemae.com/portal/about-us/media/financial-news/2015/6304.html,1,13,7,1,1,4,750
10/20/2015,7:47 PM,positioning and reputation,"We're bringing more certainty, simplicity to lenders and helping increase borrowers' access to credit. http://fanniemae.com/portal/about-us/media/corporate-news/2015/6305.html #MBAAnnual15",1,44,34,0,6,4,828
10/21/2015,10:09 AM,MBA Annual,Catch some of our CEO Tim Mayopoulos’ comments Monday @ #MBAAnnual15. https://t.co/h2XHQgYCcr,1,10,,2,3,5,328
10/21/2015,11:16 AM,positioning and reputation,We're helping build a more sustainable housing finance system. @wsj's @joelight has the story: http://www.wsj.com/articles/need-a-home-mortgage-fannie-says-forget-the-pay-stubs-1445333580,1,58,41,0,3,14,18780
10/21/2015,2:30 PM,positioning and reputation,Our first Connecticut Avenue Securities transaction using an actual loss framework has priced. http://fanniemae.com/portal/about-us/media/financial-news/2015/6306.html,1,29,28,0,1,0,0
10/21/2015,3:20 PM,Multifamily,What's in store for our #multifamily business looking ahead to 2016? Our Bob Simpson tells @AHFMag what he expects. http://www.housingfinance.com/finance/fannie-mae-outlook_o,1,36,31,0,2,3,1470
10/21/2015,9:16 PM,The Home Story,How do you pick a lender for your mortgage? Here's a personal story of how one homebuyer made her decision. http://www.thehomestory.com/how-i-chose-my-lender/,1,67,62,0,3,2,473
10/22/2015,9:30 AM,positioning and reputation,"Latest Conn. Ave. Securities deal shifts risk from taxpayers, offers attractive investment opp. for private capital. http://fanniemae.com/portal/about-us/media/financial-news/2015/6306.html",1,85,74,0,6,5,1646
10/22/2015,12:13 PM,positioning and reputation,@prashantString @angieinbend @LarryTolchinsky @joebuxtonloans @MadisonLending @OrrickPF @mohomesales @YourREGirl Thx for retweeting!,1,2,,0,2,0,690
10/22/2015,1:16 PM,positioning and reputation,"Fannie Mae innovation to boost broker business, via @MortgageProUSA: http://www.mpamag.com/news/fannie-mae-innovation-to-boost-broker-business-25930.aspx",1,33,28,0,2,3,34804
10/22/2015,6:42 PM,positioning and reputation,What have our #economists + #analysts been looking into? Find out: http://fanniemaeblog.tumblr.com/,1,37,29,0,1,7,35700
10/23/2015,8:39 AM,The Home Story,Here are 10 affordable cities also offering arts and culture: http://www.thehomestory.com/the-art-of-finding-an-affordable-place-to-live/,1,74,64,0,4,6,2679
10/23/2015,3:36 PM,positioning and reputation,"Did you hear we're rolling out changes to make the mortgage process easier for borrowers, lenders? http://www.wsj.com/articles/need-a-home-mortgage-fannie-says-forget-the-pay-stubs-1445333580 Via @joelight.",1,97,74,2,8,13,36761
10/24/2015,10:15 AM,Mobile,The HOME by Fannie Mae #mobileapp can help you through the #homebuying process. Available on iPhone and Android: www.knowyouroptions.com/homeapp,1,43,32,0,5,6,80589
10/25/2015,12:08 PM,The Home Story,Do you know the difference between being preapproved and prequalified for a mortgage? http://www.thehomestory.com/pre-approved-vs-pre-qualified-which-one-is-better-for-you/,1,124,92,0,13,19,7131
10/25/2015,7:07 PM,Multifamily,.@Kim_Betancourt covers which communities may be impacted by planned U.S. military cuts: https://youtu.be/kvnmsZCrwg0 #multifamily,1,41,36,0,2,3,1770
10/26/2015,8:36 AM,positioning and reputation,Detailed economics and housing research and analysis. Follow us on Tumblr: http://fanniemaeblog.tumblr.com/,1,19,15,0,2,2,4142
10/26/2015,12:31 PM,positioning and reputation,@BobMoss42 @Kmasley08 @SPMpryor @TheTRUPOINT @loislane_ny @najarroDesigns @WelcomeAvenue @mfasanojr @EvenKeelRealty Appreciate your RTs!,1,3,,0,2,1,155
10/26/2015,2:28 PM,Multifamily,Which cities may be impacted by planned U.S. military cuts? Find out in our Oct. #Multifamily Market Commentary: https://youtu.be/kvnmsZCrwg0,1,19,13,0,3,3,2371
10/26/2015,4:07 PM,positioning and reputation,"A focus on credit history for mortgage approvals, via @nytrealestate: http://www.nytimes.com/2015/10/25/realestate/a-focus-on-credit-history-formortgage-approvals.html",1,50,36,0,1,13,70631
10/26/2015,6:34 PM,positioning and reputation,"You can get more Millennial-focused research, insights here: http://fanniemaeblog.tumblr.com/tagged/Millennials #HousingForMe",1,23,19,0,2,2,57
10/26/2015,6:52 PM,positioning and reputation,"Yes, some Millennials are buying homes. This story is proof: http://www.thehomestory.com/readysethome-an-insiders-journey-to-buying-a-first-home/ #HousingForMe #ReadySetHome",1,90,67,0,9,14,49626
10/27/2015,10:36 AM,The Home Story,A new homeowner shares which #mobileapp she wishes had existed when she began her homebuying process: http://www.thehomestory.com/the-app-i-wish-id-had-a-year-ago-home-by-fannie-mae/,1,30,25,1,2,2,58
10/27/2015,11:11 AM,positioning and reputation,.@themoneycoach covers some of the innovations we're introducing for lenders and borrowers. https://t.co/y2CzGxYVSm,1,5,,0,2,3,485
10/27/2015,3:22 PM,The Home Story,What does it mean to get preapproved for a mortgage? Find out: http://www.thehomestory.com/pre-approved-vs-pre-qualified-which-one-is-better-for-you/,1,79,58,0,9,12,1990
10/28/2015,9:08 AM,positioning and reputation,"Starting next year, we'll require lenders to use trended credit data. @nytrealestate has the story: http://www.nytimes.com/2015/10/25/realestate/a-focus-on-credit-history-formortgage-approvals.html",1,67,51,1,4,11,3446
10/28/2015,12:38 PM,positioning and reputation,@HousingWatchMD @daniellecharene @pointgigs @kakrob @ROttoRealtor @LoriJames0614 @HoosierLoanLady @dflending @ourmann Thx for retweeting!,1,4,,0,3,1,624
10/28/2015,2:35 PM,Organization,"Thank you, @TBMCouncil. This video recaps the work behind us receiving this award: https://t.co/ZfV7p0gijp. https://t.co/smhDjHJZ2h",1,12,,0,7,5,2053
10/28/2015,7:13 PM,positioning and reputation,Are you on LinkedIn? So are we! Follow us here: https://www.linkedin.com/company/fannie-mae-corporation_19722,1,13,10,0,2,1,35267
10/29/2015,9:45 AM,The Home Story,She went from renter to 1st-time home owner. Catch Keosha's story: http://www.thehomestory.com/readysethome-an-insiders-journey-to-buying-a-first-home/ #ReadySetHome,1,19,13,0,3,3,36131
10/29/2015,2:44 PM,positioning and reputation,@LiveSFL @NHHFA @service_title @DavidPasqualone @avorealty @JohnPaceGR @JessicaBirkle @CilloAL @2HouseHunters Appreciate your RTs!,1,10,,1,6,3,600
10/29/2015,6:36 PM,positioning and reputation,"Everyone's talking about Millennials. Get some of our economists', analysts' insights on this important demographic: http://fanniemaeblog.tumblr.com/tagged/Millennials",1,27,22,0,1,4,272
10/30/2015,9:10 AM,FM Commentary,Consumers say they want to use their phones to get a mortgage quote. Are lenders listening? http://fanniemae.com/portal/about-us/media/commentary/103015-deggendorf.html,1,64,43,2,5,14,5950
10/30/2015,3:25 PM,FM Commentary,Many lenders plan to launch a mobile app within the next year. Here's why this matters: http://fanniemae.com/portal/about-us/media/commentary/103015-deggendorf.html,1,22,20,0,0,2,2496
10/31/2015,9:42 AM,Mobile,Wondering how much home can you afford? Download our #mobileapp for help thru the homebuying process: www.knowyouroptions.com/homeapp,1,65,48,1,7,9,40351
11/1/2015,11:36 AM,business support,Reflections on #MBAAnnual15: An interview with Zach Oppenheimer: http://housingindustryforum.com/content/reflections-mba-annual-interview-zach-oppenheimer#.VjNxyLf2CCc,1,13,13,0,0,0,0
11/1/2015,8:33 PM,The Home Story,Use this tool to create a checklist that can help you find the right home for you. http://www.thehomestory.com/your-home-options-checklist/,1,38,32,0,2,4,2224
11/2/2015,10:13 AM,FM Commentary,Are lenders missing out on opportunities to use mobile technology? Our Steve Deggendorf takes a look. http://fanniemae.com/portal/about-us/media/commentary/103015-deggendorf.html,1,38,28,0,5,5,1891
11/2/2015,12:07 PM,positioning and reputation,@DEStateHousing @JohnRHamilton2 @gadebayo @mark_jon @TBMCouncil @oneleg @DavidLVRealtor @mf_galindo @RallyPointMS Thx for the RTs!,1,3,,0,3,0,0
11/2/2015,2:21 PM,positioning and reputation,"The home will keep getting smarter, #CEDIA15 speaker says: http://housingindustryforum.com/content/home-will-keep-getting-smarter-cedia-keynoter-says#.VjOU27f2CCc",1,12,8,1,0,3,220
11/2/2015,8:09 PM,The Home Story,This first-time homebuyer thinks our HOME #mobileapp can be a great resource if you're looking to buy a home. http://www.thehomestory.com/the-app-i-wish-id-had-a-year-ago-home-by-fannie-mae/,1,44,29,0,7,8,41202
11/3/2015,8:48 AM,The Home Story,Which documents do you need when applying for a mortgage? Use this interactive tool to find out: http://www.thehomestory.com/which-documents-will-you-need-when-apply-for-a-loan/,1,46,35,0,1,10,4376
11/3/2015,3:40 PM,positioning and reputation,@JDmortgagetech @JenHRealtor @mtflannelly @gnyagg @shericonder @takecareofmypla @DaveBoisvertKW @JosephTalapin Thx for retweeting!,1,0,,0,0,0,0
11/3/2015,5:23 PM,HARP refi,"Thousands can still benefit from HARP, including many in Ohio. Via @clevelanddotcom: http://www.cleveland.com/business/index.ssf/2015/10/cuyahoga_ohio_ranks_among_the.html",1,20,15,0,1,4,9660
11/4/2015,10:06 AM,business support,Thank you! Collateral Underwriter is just part of what we’re doing to become to America’s trusted housing partner. https://t.co/EdaMcQPvow,1,2,,0,2,0,0
11/4/2015,1:17 PM,Mobile,Our HOME #mobileapp has been named a finalist for @mobileXawards' 8th Annual #Mobile Excellence Awards. http://mobilexawards.com/2014-mobile-excellence-award-finalists-2/,1,61,56,0,4,1,0
11/4/2015,9:08 PM,The Home Story,Do you know the difference between being preapproved and prequalified for a mortgage? http://www.thehomestory.com/pre-approved-vs-pre-qualified-which-one-is-better-for-you/,1,65,46,1,5,13,7519
11/5/2015,8:04 AM,FMQ32015,Soon we will update you on our Q3 2015 financial results. Follow along via #FMQ32015.,1,3,,0,2,1,559
11/5/2015,8:05 AM,FMQ32015,"In Q3 2015, we completed our 15th consecutive quarter of profitability. #FMQ32015",1,24,,2,10,12,8904
11/5/2015,8:06 AM,FMQ32015,"We expect to pay Treasury another $2.2 billion in dividends by Dec. 31, 2015. #FMQ32015",1,15,,4,4,7,7259
11/5/2015,8:13 AM,FMQ32015,The sum of changes we're making signals the beginning of a new ecosystem for housing finance. #FMQ32015,1,23,,3,10,10,6177
11/5/2015,8:13 AM,FMQ32015,"Housing has made real and substantial progress since the crisis, and we are proud to be the leader in moving housing forward. #FMQ32015",1,8,,0,3,5,967
11/5/2015,8:13 AM,FMQ32015,You can get more information on our Q3 2015 financial performance here: http://www.fanniemae.com/portal/about-us/media/financial-news/2015/6311.html #FMQ32015,1,29,25,0,3,1,53
11/5/2015,2:23 PM,positioning and reputation,@ApprovedMortgag @lexia @RealtorJohnWI @Stringrealest @susanorogers @AmeraCorp @CodyReid_ @417HomeLoans @artatteberry Appreciate your RTs!,1,4,,0,3,1,166
11/5/2015,3:39 PM,FMQ32015,The audio of our Q3 '15 financial results conference call this morning is now available: http://fanniemae.com/resources/file/ir/audio/media-call-q32015.mp3,1,23,18,1,0,4,132
11/5/2015,6:24 PM,positioning and reputation,Now you can stay on top of what consumers are saying about their feelings toward housing in one place: http://fanniemaeblog.tumblr.com/tagged/consumer-sentiment,1,28,26,0,0,2,2598
11/6/2015,11:48 AM,Jobs Report,".@D2_Duncan sees today's #jobsreport ""as a positive for housing for several reasons."" See Doug's full comment: http://fanniemaeblog.tumblr.com/post/132668494357/its-hard-to-find-flaws-in-todays-october-jobs",1,54,46,0,2,6,51936
11/6/2015,12:40 PM,positioning and reputation,@Tutankhamun94 @bungalowjunkie @fishtale13 @KyleSvirsky @TRISTANvsTEE @NCMae @NHSCleveland @WWeirRelocation @5staragents Thx for the RTs!,1,8,,0,6,2,4956
11/6/2015,3:15 PM,positioning and reputation,.@Kathleen_Hays + @pimmfox chat w/ Tim Mayopoulos about our Q3 '15 financial results. Here's the audio: http://media.bloomberg.com/bb/avfile/Markets/Analyst_Calls/vchulzdAv2_Q.mp3,1,11,10,0,1,0,0
11/7/2015,9:54 AM,Jobs Report,What does @D2_Duncan think of the Oct. #jobsreport? Find out: http://fanniemaeblog.tumblr.com/post/132668494357/its-hard-to-find-flaws-in-todays-october-jobs,1,26,20,0,4,2,1340
11/8/2015,10:32 AM,FMQ32015,"In Q3 '15, we enabled 275K mortgage refinancings. What else did we accomplish? http://fanniemae.com/progress/",1,44,33,1,6,4,5164
11/8/2015,9:16 PM,positioning and reputation,"ICYMI: @Kathleen_Hays, @pimmfox spoke w/ Tim Mayopoulos about our Q3 '15 financial results. Via @BloombergRadio: http://media.bloomberg.com/bb/avfile/Markets/Analyst_Calls/vchulzdAv2_Q.mp3",1,10,7,1,1,1,1272
11/9/2015,8:39 AM,HPSI,Just released: Home Purchase Sentiment Index dips slightly in Oct. Find out why: http://fanniemae.com/portal/research-and-analysis/housing-survey.html,1,10,10,0,,,0
11/9/2015,8:48 AM,HPSI,Just released: Home Purchase Sentiment Index dips slightly in Oct. Find out why: http://fanniemae.com/portal/research-and-analysis/housing-survey.html,1,58,41,0,5,12,4402
11/9/2015,1:17 PM,"Mobile, The Home Story",HOME by Fannie Mae is here! Download our new #mobileapp for resources to help w/ homebuying: www.knowyouroptions.com/homeapp,1,56,44,0,3,9,76409
11/9/2015,7:44 PM,HPSI,"Consumers still taking a wait-and-see approach to buying a home, our latest Home Purchase Sentiment Index finds: https://youtu.be/3TCF-U9eApg",1,50,42,0,3,5,38741
11/10/2015,9:37 AM,FM Commentary,Tap into FM Commentary for important insights on the housing industry:  http://fanniemae.com/portal/about-us/media/commentary/index.html,1,18,11,0,5,2,36527
11/10/2015,11:48 AM,positioning and reputation,@TheNRLA @Michaelmann09 @HomeInsGuru @RapidMortgage @Tanjahiggins @ksmithmattie @DanarwhiteDana @CondonHazel Appreciate your RTs!,1,2,,0,2,0,0
11/10/2015,1:24 PM,positioning and reputation,"Announcing winners of our latest non-performing loan sale, totaling $1.27B in UPB: http://www.fanniemae.com/portal/about-us/media/financial-news/2015/6315.html",1,33,28,1,1,3,39316
11/10/2015,3:54 PM,HPSI,"Consumer optimism for home buying, selling slips. Our Oct. Home Purchase Sentiment Index: http://fanniemae.com/portal/research-and-analysis/housing-survey.html",1,71,45,2,8,16,41025
11/12/2015,8:52 AM,positioning and reputation,@CameronchapmanL @arizonareport @REMAXGary @terriraysells @StructuredFin @tiffdubya @CarrieBlueLO @mabsguzman @merksemeci Thx for the RTs!,1,3,,0,3,0,0
11/12/2015,10:31 AM,HPSI,"Fewer consumers think it's a good time to buy, sell a home as Home Purchase Sentiment Index slips in October: https://youtu.be/3TCF-U9eApg",1,22,19,0,1,2,191
11/12/2015,12:50 PM,positioning and reputation,Want to know what mortgage lenders are saying about their business? Get our economists' + analysts' latest insights: http://fanniemaeblog.tumblr.com/tagged/lending,1,26,22,0,1,3,433
11/12/2015,6:15 PM,"Housing Recovery Solutions, Mobile",Ready to buy your first home? The HOME by Fannie Mae #mobileapp can help. Available on iPhone and Android: www.knowyouroptions.com/homeapp,1,35,28,0,1,6,2473
